,text,BIO_anno
7028,我的也激活了，这个没有实体卡么？为什么我问客服，客服回答正在制卡，请耐心待，刚才激活了，看进度也没显示卡片激活，跟以前一样显示已开户...,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O
7029,老哥，工商银行官上有这卡的介绍，上面写着没实体介质，应该就是没有实体卡吧,O O O B-BANK I-BANK I-BANK I-BANK O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O
7030,哦，你这张卡额度多少？用着怎么样？方便么？,O O O O O B-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O
7031,工商的盾确实是太贵，还不如邮局20块,B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
7032,该是有的，不给你而已，我是那天去行和工行换盾，这些一代u盾都十五六年了现在没用了，去了建行说没货。。。工行本来应该也是可以更新证书就能用的，可是那工行小妹...,O O O O O O O O O O O O O O O O I-BANK O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O
7033,你乎征信还是在乎那房贷，养征信不就是为了房贷。。。,O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O
7034,真这种？我试了三张实体没，放弃了。房子下来了，征信无所谓了，如果可以愿意一试。楼主是钱借出来在申卡？...,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
7035,方面是过半年了一面你可试下clear秒批共享无界然后我接着申请的故宫接着授权了融e借第二天借出来今天看故宫批了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
7036,你说的二卡额度不变，是降前的是降低后的？,O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
7037,我的上月银行发过息补充资料，去补了，还是被锁了，今天申请解锁，一般都是邀请办卡的会这样，地方银行瞎填的个人信息...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O
7038,要随便填一个单位吗？,O O O O O O O O O O
7039,是接说好，还是用之前单位的电话好,O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ
7040,我是打算写实单位的，但是没有座机，是直接说明，还是用之前单位的电话好,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ
7041,我也是银行致电补充信息，还是被锁了，申请解锁，7天了没任何反应，气的只还个最低还款。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O
7042,你额度0，也就是卡用了呗。然后人家系统计算违约金，没毛病啊。,O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O
7043,你在额度是负数了？,O O B-COMMENTS_N I-COMMENTS_N O O O O O
7044,个月论坛个人办了这个卡，确实没有实体卡,O O O O O O O O O O B-PRODUCT O O O O O O O B-PRODUCT
7045,分期不降负债：招行，光大,B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O B-BANK I-BANK
7046,夏也,I-BANK B-COMMENTS_ADJ
7047,征信报告有一栏近六个月已使用额度,B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
7048,华夏行，肉测过……,B-BANK I-BANK O O O O O O O
7049,1年才注销，现在改了吗，招行以前可以，后来也改了,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-BANK I-BANK O O O O O O O O O O
7050,招商证实不行，,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7051,广以，亲测,O O O O O
7052,中行;工行;中信;邮储;江苏可以，建行;浦发;光大;华夏不行，交通;广发;招商;农行，不记得了……我...,B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O O O O O O O O O
7053,不记得交通，发，农行商最近有分期吗老哥？？分期了知道了回来说下谢谢,O O O B-BANK I-BANK O I-BANK O B-BANK I-BANK I-BANK O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7054,，民生分期不可以降债的：工商，设，农，大，招行，华夏，浦发,O B-BANK I-BANK B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_N O O B-BANK I-BANK O I-BANK O B-BANK O I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK
7055,?分期不可以降负债的：工商，建设，农行，光大，招行，华夏，浦发,O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK
7056,分期可以降负债（使用额度）的银行：中行，邮储，交通，广发，中信，平安，上海，广州，江苏,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK
7057,我是国公积金，工行app里查不到,O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O
7058,参考额度消失及融e借被关闭不影响申请新卡的度，新卡额度基本上共享你现在10W额度。至今我这两个额度消失已出现近十个月，前两个批的新卡额度与手中信用卡额度共享。...,O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O
7059,恢吗？我偶尔用得到融E借，所以着急你还没恢复？,B-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7060,e借同样的额度，已经全借出了。然而没有曲线,I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O
7061,所想问下有有好的提额方法和技巧,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O
7062,技来说是融e上去了，信用卡也就上去。,O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
7063,e跟用卡一样，申请提额显示该业务该地区暂未开放，无果了,I-PRODUCT O I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O
7064,前也是不能激活，我挂失补办后，柜台激活时一起弄了,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
7065,是卡不能激活吗，还是要激活香记的会员？我2W的香白在路上，预计下午或者明早上到，先学习一下,O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O
7066,这就是命卡二3k，卡3k,O O O O I-PRODUCT O O O O O O O
7067,融借应该有1w额度吧干嘛不借出来曲线他,B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
7068,再用个月吧下卡35k曲线3w,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
7069,第三了还以为能曲线,O O O O O O O O O
7070,一还3k,O O O O
7071,想多了，款也是3k,O O O O I-PRODUCT O O O O
7072,朋友他们都是3k的卡融e借1w,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O
7073,直回短信就能查询了??d面4个位数,O O O O O O O O O O O O O O O O O
7074,有啊都不到额度，我也刚批的卡,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT
7075,理财也不能升星了？,B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O O
7076,买财肯更用砖啊，肯定算,O I-PRODUCT O O O O O O O O O
7077,新定下反复购买赎没有益处了,O O O O O O O O O O O O O
7078,规指的是大妈行还是所有行。。,O O O O O O O O O O O O O O
7079,这个有什么用啊，感觉没用,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7080,星好下信用卡？,O O O B-PRODUCT I-PRODUCT I-PRODUCT O
7081,"星在下吧??大机率5万起步,浦发的",O O O O O O O O O O O O O O B-BANK I-BANK O
7082,在计月日均，1万存了多少天和10万存了多少天加起来除以30。,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
7083,申请数信用卡直接变6星,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
7084,建设2.0k错过提额短信,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O
7085,应是无界卡，如果你不确定的话，可以问问客服,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
7086,等三吧，我也是3000，好无奈,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7087,建行支白、白0K,B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O
7088,要是有房本有砖头找理财理还差不多，如果没有过硬的硬件还不如线上呢，好歹线上可以单位假假的弄个500强好单位...,O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O
7089,有点高科技可不是不能用,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7090,有语言表达。。悲哀,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7091,运气，也是这额度，现在8.4,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
7092,这哪个APP查询？我怎么没有这界面？,O O O O O O O O O O O O O O O O O O
7093,我首卡也是3000，17年网申的，年底及18年的邀请提额短信回复，(那会儿不上论坛，不懂怎么)，19年申请二卡曲线到14k，年底收到邀请提额短信并回复后提到42k，20年邀请提额...,O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
7094,工商银行，申请界面咯,B-BANK I-BANK I-BANK I-BANK O O O O O O
7095,啊收到其他地手机号打来说叫我还钱，不还就起诉了,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7096,没还，不了，我打了招行客服也不行,O O O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7097,试过协商??等我如果协商下来告诉你,O O O O O O O O O O O O O O O O O
7098,北京秉政没用的一直没回复我还跟本地银行协商一定要资产抵，我没有资产，客服电话一直打一直沟通都没有用,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O
7099,工商就是头铁啊??你试了上海信访办么??或者北京的信访办??我打算试试,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7100,继续涨的催收电话也会一直打，就是说让我每个月还一点努力还完,O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7101,的呀，的信卡了单位电话就批了,O O O O B-PRODUCT I-PRODUCT O O O O O O O O
7102,才几千块成黑户不值得，但几千是不会起诉你的。你一点还上就可以，算他们不停催收，你也不用管。把坑填上就行。千万要以贷养贷，最后几千变几万。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O
7103,对己征有信心的点吧，好像不会自动出额度的，,O O B-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
7104,我点了然后给了卡一样的额度??看我之前的帖子,O O O O O O O B-PRODUCT O O O O O O O O O O O O O O
7105,咋额度吗是不是征信显示贷款审批？,O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O
7106,我点了短信然后加了个征信,O O O O O O O O O O B-PRODUCT I-PRODUCT
7107,不养?需卡重申，额度也不错的,O O O O B-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7108,力！我只是底子低?现在总金额太低了?后续申请，,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O
7109,我用卡.5k额e,O I-PRODUCT I-PRODUCT O O O B-COMMENTS_N O
7110,你有信用卡吗？我有融易借11万，申请分期卡拒了，调额也不行，不知道能不能借出来。你有密码器或者U盾吗,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O
7111,有用卡U盾推多几次,O I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O
7112,了？昨天试两都没过去,O O O O O O O O O O
7113,我用卡只有1.5k，荣E借了63k，目前没有逾期，同一秒被拒。,O I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O
7114,大妈不看负，我三十次后批三千,O O O O B-COMMENTS_N O O O O O O O O O
7115,妈我了30多次然后批了3000,O O O O O O O O O O O O O O O
7116,怎知道。8份借了一次1w？有什么事问题吗,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7117,金闪借被下架了,B-PRODUCT I-PRODUCT I-PRODUCT O O O O
7118,分期手费我了两个才把户补到平,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O I-COMMENTS_N O O O
7119,提额坐火箭你就不觉得坑了,B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ O
7120,太坑麻蛋一次性扣了我750多取消不了日,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O
7121,为报白金卡？为什么喜欢这种端着毒鸡汤的感觉,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
7122,然借出调额成功，只是现在只有无界卡186000,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
7123,参考价值，我同事75000。下卡6000.我5万。下卡就5万。,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
7124,好吧，我已经有张信用了昨天的无界卡，现在都还没批下来。,O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O
7125,是秒批就是转人工审核了够呛说实话,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
7126,我2700是秒到的征信跟你一样,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O
7127,信用卡办下来了吗，我的情况和你一样，有逾期记录征信花，融易借19.7万额度,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
7128,的秒了，为了信额我现在可以把融e借还回去不？还是要转到其他人的账户再重新转回来？,O B-COMMENTS_ADJ O O O O B-PRODUCT I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
7129,是批，是工批。说实话,O I-COMMENTS_N O O O I-COMMENTS_N O O O O
7130,怎么知道，浦发的就批了10K,O O O O O B-BANK I-BANK O O O O O O O
7131,来剩下的费用不是直接需要的。如果要用，听说提现比较。,O O O O O O O O O O O O O O O O O O O O O O O O O O
7132,上，过不还会起诉是真的，,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7133,信上应该会有一个租赁审批,I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
7134,机都拿到了，有激了5800,O O O O O O O B-COMMENTS_N O O O O O
7135,不征信但是一定会上芝麻负面和起诉,O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O
7136,那就算。以后去征信局，就完事了。不要得不偿失。,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O
7137,卡,I-PRODUCT
7138,没用不不能申,O I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7139,旗礼享?132000,O O O O O O O O O O
7140,么可能不上信预就上可能没更新而已,O O O O O I-PRODUCT O O O O O O O O O O
7141,果去征信。,O O B-PRODUCT I-PRODUCT O
7142,教无0免年费,O O O O B-COMMENTS_N I-COMMENTS_N
7143,我去我们这里办的时候只办下来了一+1套卡，，没有界1+1套卡得20W刷免，浦发的卡,O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O B-PRODUCT O O O O O O O B-BANK I-BANK O B-PRODUCT
7144,网站上现在是15笔或10000，，我问才知道，，是单币卡的年费政策1+1还是20W,O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
7145,干了啥太明显，肯额啊,O O O O O O O O I-COMMENTS_N O
7146,好歹有醒我是直接为0,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
7147,申一张卡，这张风控额卡注销掉，可以完美解决。,O O O B-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
7148,然，提的没有这个也提，不能提的出现这个依旧不能提,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7149,菜个账户吗？万事达不是十几个账户吗,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
7150,我奋斗卡就注销了??然后实体卡申请就拒…,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
7151,大妈卡益差不多，还是选账号少的好。两道黑白菜,O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O
7152,无界数字，无界教师，无界医护，挨个推还可曲线，共用一个主账户，每隔个月满推一次，推之前一周放几块砖...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O
7153,。刷流水对申卡影响不大。试图提高金额是没有用的??,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O
7154,你选着的申请地，哪个地区就是那个分行审批！,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
7155,你申的就金卡吗这么保守？,O O O O B-PRODUCT I-PRODUCT O O O O O O
7156,直接二卡网申，正常填写资料小弟有工作，社保公积金。工资卡是工行。月入7到8K.,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-BANK I-BANK O O O O O O O O
7157,我靠，工行代工资，般融e借额度都还很可以，借出再调平xyk你融借多少额度,O O O B-BANK I-BANK O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N
7158,几行了？额，看熟,O O O O B-COMMENTS_N O O O
7159,工行两18.4+20，白手你这要继续努力啊,B-BANK I-BANK O O O O O O O O O I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
